,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
2052,0.367,0.463,0.963,-0.560,-1.002,-0.961,-0.176,-0.400,-0.933,1.513,-0.667,0.083,0.432,0.369,0.503,-0.390,-0.094,0.700,-0.807,1.603,1.375,-0.699,-0.490,0.055,-0.593,1.303,1.962,-0.559,0.572,0.165,0.068,-1.166,-0.143,-1.496,1.288,1.322,1.090,0.109,0.776,0.501,-0.458,-0.801,-0.067,0.493,0.478,-0.040,0.160,1.671,0.053,-0.740,0.261
2053,0.271,0.432,-0.635,-1.566,1.351,-0.672,0.875,1.518,-1.919,-0.370,-0.037,-0.417,-0.328,-0.788,0.277,0.904,-0.340,-0.349,0.288,-1.013,-0.188,0.359,-0.915,-0.404,0.427,-0.068,-0.282,0.460,-0.865,0.408,0.438,0.451,0.153,0.175,0.412,0.341,-0.457,-0.004,0.433,0.242,-0.434,0.534,0.909,-0.183,1.003,0.419,0.160,0.364,-0.550,0.216,-0.387
2054,-0.102,0.423,0.892,0.386,-1.296,0.157,-1.528,-1.442,0.345,2.931,-0.634,0.146,0.674,0.709,0.723,-0.390,-0.060,0.765,-0.611,0.730,-1.277,-2.204,-0.072,1.767,-1.950,0.983,1.528,-1.044,0.896,0.165,0.522,-0.403,-0.528,-1.021,0.510,0.694,0.373,0.356,-0.338,0.493,1.126,-1.100,0.243,0.770,0.387,0.534,-0.290,0.839,-0.185,-0.717,0.515
2055,-0.995,-0.090,-0.264,-1.976,0.543,1.119,1.042,-1.064,0.166,-0.241,-1.174,0.100,-0.091,-0.359,-0.109,0.904,0.756,0.541,-1.099,0.666,0.418,1.139,-1.258,0.669,1.066,0.885,0.780,-0.693,-0.857,0.165,0.448,-0.118,-0.589,-0.611,0.510,0.306,0.097,0.055,1.651,0.166,-0.463,-0.862,-0.368,-0.077,0.285,0.419,2.635,0.364,0.279,-0.588,-0.801
2056,0.389,0.462,0.614,0.991,1.745,0.717,0.068,1.291,-0.600,-1.083,0.677,-0.560,0.368,0.485,0.527,-0.390,0.723,0.045,0.740,-0.473,0.085,0.013,-2.509,-1.059,0.069,-1.507,-0.359,0.310,0.610,0.121,0.260,-1.229,0.161,0.639,-0.063,0.718,-1.322,-0.017,0.257,0.336,-0.458,0.349,0.321,1.102,0.210,0.190,0.048,0.839,0.681,0.448,0.605
2057,1.461,1.222,0.816,0.309,1.852,-1.035,0.420,0.277,-0.392,0.669,1.195,-0.990,0.045,-0.087,1.494,-1.252,0.504,-0.992,1.361,0.684,-0.563,-0.563,-1.597,0.888,-1.489,-1.157,-0.363,1.335,1.036,0.430,0.528,-0.535,0.598,-0.417,0.510,0.253,-1.313,-0.194,-0.778,0.683,-0.459,1.432,-0.384,1.463,-0.401,0.534,0.273,0.364,0.331,-0.331,1.485
2058,0.758,0.433,-0.902,0.342,0.666,-0.384,0.210,-0.066,-0.773,-1.416,0.700,-0.772,0.724,1.077,0.691,0.042,-1.024,-1.654,0.956,1.355,-0.000,-0.510,0.075,-0.227,-0.854,-1.067,1.054,0.668,-0.608,0.696,0.520,0.693,-1.234,-1.970,0.872,0.340,0.130,-0.969,-0.970,0.363,-0.459,-0.060,0.770,-0.777,0.817,0.247,0.554,0.364,-1.691,-0.907,0.224
2059,-0.147,0.081,-0.786,-0.416,-0.358,-0.378,-1.029,-0.084,-0.300,0.743,-0.650,0.128,0.974,1.270,0.104,0.042,0.422,0.712,-0.271,1.471,1.138,-0.137,-0.955,1.350,0.351,0.379,1.834,0.264,0.160,0.165,0.078,0.470,-1.264,-1.008,0.872,0.342,-1.191,-1.403,0.473,0.151,-0.453,-0.417,-0.332,0.246,-0.346,-0.040,0.048,0.364,-0.387,0.209,-0.350
2060,-0.413,-0.227,0.512,2.025,-0.554,0.796,-0.405,1.558,-0.623,1.276,-0.446,-0.474,0.777,0.513,0.243,-0.390,1.988,-0.036,-0.011,0.488,-0.263,-1.414,1.136,1.048,-0.097,1.148,-0.932,-0.520,0.939,0.829,0.080,-1.789,0.800,0.950,0.133,0.343,0.233,-0.135,0.851,0.107,1.280,-0.886,-0.384,0.426,-0.364,-0.040,0.273,0.364,2.237,0.689,-0.004
2061,-0.821,-1.088,-0.976,-0.420,-1.293,-0.024,-0.565,-0.371,-0.196,-0.114,-0.556,-0.422,-1.455,-1.021,-0.804,-0.390,0.345,0.830,-0.990,-0.325,2.547,0.928,0.600,1.394,0.878,-0.334,1.343,-1.635,-0.890,-0.366,1.579,-1.527,1.170,0.471,0.314,1.347,1.218,1.474,0.148,-0.001,-0.458,-0.706,0.108,-0.838,0.253,2.311,2.635,1.671,0.525,0.982,-0.916
2062,-0.286,-0.018,0.535,-0.220,-0.174,1.676,0.465,1.366,-0.133,-0.035,-0.851,0.017,0.593,0.562,0.272,0.042,-0.409,0.192,-0.847,-1.571,0.594,-0.383,-0.770,-0.103,-0.930,1.326,-2.178,-0.979,0.210,0.430,-0.111,0.152,-0.420,0.368,-0.259,0.345,0.536,0.510,0.984,0.375,1.138,-1.094,0.957,0.164,0.884,-0.269,-0.177,0.364,-0.167,-0.679,-0.068
2063,0.453,0.608,0.184,0.286,1.605,0.088,1.368,-1.926,1.963,-0.848,0.663,-0.583,-0.435,-0.315,0.500,-0.390,0.599,0.415,0.171,0.458,2.810,0.842,0.997,-0.810,-1.686,1.427,-0.598,-0.820,0.186,0.165,0.623,-1.133,-0.955,-0.079,0.510,0.890,1.088,-0.185,0.480,0.413,1.291,-0.638,-0.178,0.594,-0.330,0.648,1.060,1.077,0.661,0.119,0.475
2064,0.026,-0.086,-1.193,-0.727,-0.675,0.347,0.860,1.139,-1.032,0.373,-0.137,-0.613,0.483,0.932,-0.590,0.042,-0.745,-0.881,0.017,1.643,0.556,-0.335,0.425,1.094,-2.674,0.189,1.939,-0.475,-0.683,-0.366,0.254,0.724,-1.630,-1.585,0.872,0.338,0.823,-1.689,-0.213,0.246,-0.452,-0.213,-0.023,-0.534,-0.518,0.190,0.104,0.364,-0.971,-0.831,-0.583
2065,-0.819,-1.147,-0.204,-0.975,1.004,1.792,-1.423,0.291,0.183,1.074,0.038,-0.304,0.132,0.689,-0.631,-0.390,-0.651,-0.085,0.445,1.043,-1.132,-0.616,0.730,-0.636,0.429,1.766,1.773,2.197,-0.050,-0.366,0.072,-0.928,-1.494,-1.158,1.445,1.324,-1.316,-0.935,-0.216,-0.027,-0.454,2.077,-0.388,-0.257,0.577,-0.040,0.160,2.027,-0.250,1.316,-1.064
2066,-0.562,-0.631,-0.509,-2.256,-1.085,-0.985,-0.431,1.232,0.525,0.099,-0.106,-0.192,0.523,0.242,-0.565,0.904,-0.715,0.074,0.036,-0.583,-1.640,0.428,-1.439,-1.236,-0.907,-0.943,0.386,-0.797,-0.114,0.121,-0.128,0.810,-1.421,0.237,0.510,0.338,-0.606,0.550,0.491,0.090,0.718,-0.891,-0.584,-0.278,0.395,-0.269,0.160,0.364,-0.470,1.001,-1.104
2067,-2.751,-3.380,-1.011,-1.325,-0.170,-2.003,1.237,-0.480,-0.835,0.855,-1.914,0.204,0.348,0.507,-2.380,0.042,-1.014,0.557,-2.113,-1.796,-0.583,0.250,0.020,-0.361,1.155,0.870,-1.876,-0.887,-0.344,0.165,0.248,0.356,-1.598,0.555,-0.621,0.361,0.826,0.586,0.208,-0.467,-0.453,-0.942,0.553,-0.970,0.158,-0.312,-0.196,0.364,-0.415,2.134,-2.684
2068,-3.707,-4.439,-1.921,-2.144,-1.103,0.891,0.051,-0.367,1.856,1.988,-1.540,0.128,-2.191,-0.574,-4.163,-3.838,-2.480,0.843,-2.011,-0.834,-0.362,1.384,-1.180,-3.339,0.956,1.585,0.203,3.998,-3.069,0.430,-3.574,0.468,-0.823,-0.018,0.133,-4.032,-1.316,-0.649,0.316,-0.788,-0.451,4.426,-4.490,-3.742,-4.046,1.680,1.397,-5.398,-2.603,2.593,-2.896
2069,-0.586,-0.727,-0.612,0.195,0.768,-1.652,-0.012,-1.047,-2.390,-0.323,0.290,-1.556,-0.437,0.141,-0.610,-1.252,-2.305,-2.380,0.439,1.342,-0.625,-1.478,0.697,1.488,0.112,0.185,1.372,2.274,-0.777,-0.897,0.061,-1.179,-1.077,-0.749,0.872,1.348,-0.613,-0.712,-0.769,0.242,-0.457,2.325,-0.484,-1.281,-0.943,-0.040,2.691,1.671,-1.435,-0.010,-0.632
2070,-0.761,-0.137,-0.333,-0.946,-1.502,-0.068,-0.123,0.803,0.810,0.452,-0.756,-0.277,-0.028,-0.102,-0.869,0.042,0.851,-0.518,-0.638,-0.323,0.495,0.259,0.432,0.298,-0.185,-2.319,-2.274,-0.556,-1.044,-0.897,0.257,1.188,0.720,-0.585,-0.817,0.346,-0.239,-0.317,-0.855,0.074,-0.446,-0.577,-0.201,-0.867,-0.148,0.190,0.273,0.364,0.783,-0.199,-0.830
2071,0.447,0.306,0.238,0.356,0.745,0.945,2.952,0.319,0.484,0.203,0.237,-0.583,0.558,0.557,0.211,-0.390,0.873,-0.597,0.510,-0.065,-1.762,-1.316,0.032,0.094,-0.260,0.812,-0.531,0.529,0.275,0.696,-0.121,1.695,-0.138,0.111,0.872,0.351,-0.483,-0.113,-0.459,0.265,0.550,0.387,-0.056,0.382,0.266,-0.599,0.273,0.364,1.045,0.127,0.474
2072,0.334,-0.104,-0.560,-1.000,0.392,0.300,0.378,0.958,-1.442,0.381,0.123,-0.263,-2.586,-2.337,-0.219,-1.683,-2.263,0.099,-0.157,-0.362,-0.748,-1.720,-1.784,1.411,0.103,-0.729,-1.409,0.559,-2.391,-0.897,-1.002,-2.028,0.502,-0.301,-0.621,-0.594,-0.614,-0.389,-0.649,0.118,-0.453,-0.407,-1.479,-0.433,-1.474,-0.843,0.160,0.364,-2.266,0.054,-0.171
2073,0.513,0.366,0.171,0.275,0.478,0.404,-0.651,0.122,-0.164,-0.229,0.370,-0.485,0.573,0.586,0.431,-0.390,0.590,-0.626,0.591,0.151,0.691,-1.248,0.370,-1.320,-0.239,1.677,-0.258,0.559,0.102,1.227,-0.392,1.677,-0.199,-0.136,0.547,0.336,-0.483,-0.238,-0.577,0.299,0.555,0.459,0.048,0.084,0.580,-0.613,0.273,0.364,0.546,0.053,0.397
2074,-1.636,-1.753,-0.346,0.232,0.074,-0.043,0.222,-0.373,-1.445,0.831,-0.473,-0.507,-0.193,0.176,-0.798,-1.252,0.922,0.003,-0.650,-0.217,1.333,1.640,0.561,-0.892,-0.304,-1.551,1.399,1.752,0.033,0.165,2.450,-1.048,-1.280,0.451,0.872,1.344,-0.162,-0.445,-0.424,-0.398,-0.454,1.954,-0.910,0.392,-0.798,1.566,5.110,1.671,1.225,1.967,-1.939
2075,0.687,0.328,0.853,0.158,-0.813,-0.808,-0.403,0.527,0.471,-0.909,0.322,-0.891,1.261,0.893,0.738,0.042,0.943,-1.267,0.006,0.065,0.994,2.140,-1.048,-1.343,0.390,-0.072,-0.570,-0.702,1.048,0.430,0.430,2.189,0.837,-0.955,0.510,0.335,0.996,1.043,-1.502,0.426,0.269,-0.551,0.122,0.310,0.306,0.419,0.835,0.364,0.670,-0.516,0.764
2076,0.482,0.485,0.230,0.822,0.400,-3.048,0.131,0.699,-1.585,-0.872,1.458,-0.593,-0.770,-0.230,0.809,-1.252,1.061,-0.109,1.130,0.368,0.478,-0.689,0.591,-0.422,0.167,1.437,1.750,1.795,0.480,0.165,0.526,-2.020,0.299,0.293,0.872,1.308,-1.316,-0.389,1.195,0.465,1.459,1.713,1.307,1.292,0.707,0.247,-0.571,1.671,1.346,0.684,0.499
2077,1.636,1.748,1.321,0.856,-0.087,0.060,0.423,1.561,-1.394,-0.251,1.268,-0.503,0.537,0.619,1.703,-0.821,0.594,0.048,0.761,0.195,-0.029,0.096,-0.855,-0.548,-0.654,-0.840,-0.180,0.843,1.450,0.165,0.340,-1.600,-0.354,0.522,-0.621,0.307,-0.614,-0.006,1.220,0.801,2.142,0.832,-0.161,1.194,-0.017,-1.837,-3.983,1.072,0.571,-0.317,1.713
2078,0.401,0.264,0.220,0.345,1.167,1.453,0.183,-0.151,-0.232,-1.432,-0.208,-0.105,0.549,0.531,0.316,0.904,0.902,0.073,-0.365,-0.703,-0.720,-0.781,1.396,1.356,0.547,0.761,-0.822,-0.348,0.571,-0.366,0.065,0.933,0.147,-0.686,-0.817,0.264,0.129,0.421,0.369,0.302,-0.444,-0.547,0.525,0.508,-0.259,-0.040,-0.290,0.245,0.958,0.007,-0.040
2079,0.443,0.566,1.657,-0.996,0.170,-0.491,0.473,1.667,-0.401,-0.448,-0.022,-1.519,0.587,-0.621,0.128,-0.390,0.515,-1.314,0.546,0.370,1.875,0.795,0.678,0.676,-2.245,1.189,0.036,0.015,0.548,-1.162,1.449,0.576,0.072,0.093,-0.063,-1.205,0.232,0.940,-1.316,0.214,0.269,0.081,-0.229,0.210,0.090,0.820,1.454,-1.537,0.477,-1.199,0.922
2080,-0.124,-0.969,-1.347,-1.056,-0.193,0.953,-1.279,0.601,0.323,0.538,0.057,-1.047,-3.242,-2.184,-1.021,-1.395,-1.307,-1.035,-0.215,-0.017,-2.423,-0.570,1.606,-0.060,1.411,0.569,-0.847,0.266,-3.196,-0.366,-0.221,0.880,0.453,-0.639,-0.063,0.329,-1.315,-0.504,-2.417,0.001,-0.454,1.640,-0.173,-1.485,-0.508,-1.473,-1.696,0.364,-1.557,0.969,-1.117
2081,0.569,0.408,0.394,1.125,-0.278,1.450,-0.117,-0.632,-0.137,1.115,0.880,-2.182,0.193,-0.295,-0.048,0.042,0.447,-3.120,1.392,0.906,-0.314,-0.072,-1.026,0.234,-0.138,-1.144,0.055,1.407,-0.200,-0.366,0.540,0.174,-0.533,-0.225,-0.528,0.708,-1.318,-0.541,-0.951,0.239,-0.457,1.313,-0.254,0.114,-0.174,0.534,0.835,0.839,0.721,0.231,0.448
2082,0.692,0.615,0.934,0.022,0.701,-0.779,-1.508,0.149,0.491,-1.148,0.534,-1.758,0.370,0.388,0.494,0.042,-0.120,-2.141,0.765,0.153,-0.007,-0.716,-1.012,-0.883,0.267,0.599,-0.213,0.267,0.191,-0.897,-0.391,0.148,-0.918,-0.104,-0.063,0.346,-1.313,-0.709,0.353,0.413,-0.457,0.400,-0.085,0.742,0.070,-0.613,-0.290,0.364,-0.308,-0.907,0.690
2083,0.206,0.117,0.839,1.069,-1.134,1.367,1.201,-1.097,-0.551,0.608,-0.265,-1.583,0.340,-0.265,0.287,0.042,-0.584,-1.763,-0.151,1.373,0.908,-0.023,-2.932,0.674,-0.796,-1.959,0.100,-0.656,0.110,-0.897,0.540,0.448,-0.168,-0.480,-0.063,0.708,0.235,0.425,0.023,0.419,2.991,-0.626,-0.333,0.135,0.652,0.247,0.554,0.839,-0.240,-0.714,0.373
2084,0.851,0.554,1.226,1.335,-0.852,1.901,0.150,0.459,1.812,-0.140,-0.012,-1.779,0.750,-0.079,0.676,0.042,0.346,-2.055,0.584,1.358,-1.162,-0.164,-1.018,0.442,-0.431,-0.876,0.199,0.048,0.781,-0.366,-0.022,0.607,0.525,-0.423,0.133,0.706,-0.464,0.470,-0.263,0.476,1.282,-0.166,0.258,0.653,0.485,-0.155,0.273,0.839,0.373,-1.045,1.099
2085,0.901,0.525,1.410,1.844,-0.462,-0.350,-0.883,-0.705,-0.020,-0.658,0.404,-1.817,1.028,0.138,0.750,0.042,0.784,-2.127,0.742,1.372,-0.577,0.473,1.233,-0.917,0.549,0.518,-0.031,0.520,1.078,-0.366,0.529,-0.878,0.254,-0.420,-0.259,0.713,-0.613,0.334,0.283,0.507,-0.458,0.376,0.275,0.679,0.814,0.534,0.835,0.839,0.742,-1.099,1.172
2086,0.708,0.779,1.289,0.130,-0.380,0.212,-0.058,-0.821,-0.174,0.943,0.253,-1.920,0.763,0.573,0.598,0.042,0.444,-2.297,0.447,0.579,0.357,-1.116,0.096,-1.146,0.032,-0.393,-0.830,0.514,0.581,-0.366,0.069,-0.527,-0.383,-0.303,-0.063,0.340,-1.311,-0.503,1.040,0.433,0.874,0.186,0.981,0.727,0.095,-0.040,0.273,0.364,0.421,-1.293,0.988
2087,0.535,0.541,-1.046,-1.969,3.089,-0.008,-1.908,0.883,0.672,-0.595,0.893,-0.599,-1.932,-1.835,0.021,0.042,-1.365,0.287,0.627,0.293,1.824,-2.468,0.184,1.194,0.337,-0.705,0.822,1.227,-2.170,-0.897,0.428,-1.640,0.275,-0.117,0.510,1.328,-0.469,-1.722,0.155,0.186,-0.451,1.198,-0.543,-0.732,1.592,0.419,1.397,1.671,-1.656,0.367,-1.107
2088,-1.492,-2.066,-0.254,-1.207,-1.052,0.191,-1.446,0.083,-2.923,-0.207,-1.369,-0.538,-0.063,0.412,-1.116,-2.976,0.206,-0.803,-1.607,0.393,-0.077,-0.376,-0.978,1.128,1.236,-0.532,0.256,0.140,-0.044,0.607,0.991,-0.042,-1.148,-1.389,0.396,1.265,-0.186,-0.295,-0.815,0.113,0.569,0.621,0.300,-0.831,0.973,-1.760,0.273,-1.269,1.616,0.545,-2.539
2089,0.775,0.492,0.957,0.498,0.594,0.544,1.539,-1.297,0.976,-0.027,0.208,-1.491,0.846,0.726,0.904,0.473,-0.178,-2.118,0.689,0.656,-0.337,-1.701,1.520,-1.008,1.110,-2.165,-0.153,0.421,0.582,0.165,0.078,-0.845,0.834,-0.186,0.133,0.706,-1.028,0.058,-1.086,0.522,-0.456,0.393,-0.109,0.397,-0.497,0.237,0.104,0.918,-0.217,-0.957,0.791
2090,-1.716,-1.291,-1.582,-1.608,-0.116,-0.733,-1.495,-0.135,-1.769,-0.053,-1.124,-0.400,-2.810,-2.731,-2.530,0.042,-2.581,-0.090,-0.574,0.132,0.324,1.831,1.748,0.376,-0.809,-1.300,-0.783,0.686,-2.955,0.475,-0.586,-0.059,-1.229,-0.553,1.822,0.346,-0.306,-1.620,-0.870,-0.102,-0.459,0.697,-0.657,-2.994,-0.761,-0.843,0.160,0.364,-2.540,0.511,-1.923
2091,-0.132,-0.208,-0.153,0.282,-0.324,-0.745,-1.279,0.514,0.048,0.206,0.234,-0.609,0.440,0.520,-0.303,-0.390,0.607,-0.808,0.285,0.745,0.555,0.476,0.898,1.169,-3.189,-0.228,-0.620,0.416,0.033,0.696,-0.092,1.472,-0.631,-0.504,1.068,0.324,-0.483,-0.187,-0.373,0.064,0.554,0.269,-0.865,0.017,-0.917,-0.269,0.273,0.364,0.716,0.818,-0.053
2092,-0.672,0.154,0.479,-0.299,-2.089,-1.159,-0.654,-2.251,0.346,0.305,-1.288,-0.041,0.652,0.584,0.321,0.042,0.143,0.085,-1.128,-0.827,0.363,-0.400,-0.208,0.829,0.214,-1.390,-2.173,-1.231,0.572,0.430,-0.202,0.140,-0.546,-0.197,-0.259,0.333,0.826,0.848,0.947,0.369,1.136,-1.311,1.330,0.384,0.660,-0.327,-0.290,0.364,0.289,-0.285,-0.385
2093,0.394,0.260,-0.883,2.381,1.100,0.096,-1.080,1.157,1.109,1.373,0.301,0.113,-1.500,-2.162,-0.199,0.042,-1.673,0.277,-0.084,0.004,-0.284,-0.614,-0.101,-0.486,-0.248,-1.392,-0.334,-1.164,-1.279,0.165,0.429,2.191,1.292,0.745,0.314,0.355,0.558,-0.466,1.790,0.192,-0.450,-0.595,0.016,-0.502,-0.535,0.419,0.160,0.364,-1.608,-0.039,0.773
2094,-0.271,-0.038,-1.051,-0.176,-0.027,-0.161,-0.175,0.282,-2.533,-0.669,0.138,-0.031,0.327,0.665,-0.327,0.042,0.022,0.241,0.064,-0.535,-1.000,1.009,-0.795,0.219,0.812,-1.665,0.576,-0.675,-0.182,0.961,-0.844,0.353,-0.872,-0.252,0.510,0.346,0.970,-0.496,0.416,0.069,-0.459,-0.388,1.368,0.182,1.836,-1.187,-0.852,0.364,-0.136,1.040,-0.531
2095,1.033,0.494,1.740,1.442,-1.039,1.520,-1.537,-1.216,2.627,-1.170,0.489,-1.285,1.498,1.121,0.925,0.473,0.870,-1.718,0.222,0.653,1.016,1.505,1.052,-2.116,0.680,0.687,-0.586,-0.306,1.532,0.165,0.535,-1.024,0.307,-0.188,0.133,-0.652,-1.312,-0.274,-0.772,0.514,0.728,0.021,0.959,0.573,0.429,0.534,-0.290,-0.943,0.669,-1.451,2.140
2096,0.808,0.497,0.625,0.164,0.069,1.318,0.583,-0.480,0.222,-0.779,0.248,-1.492,0.335,-0.203,0.748,0.042,0.389,-1.616,0.673,0.819,1.549,0.356,-0.604,0.174,0.918,-0.370,-0.798,-0.538,-0.098,-0.366,0.530,0.944,-0.739,-0.669,-0.063,-0.648,0.094,-0.118,-0.759,0.451,-2.433,-0.019,0.755,0.608,0.565,0.534,-0.290,-0.943,0.384,-0.529,0.870
2097,-0.190,0.393,0.581,-0.074,0.279,1.268,-0.537,-0.328,0.623,0.972,-0.894,0.083,0.903,0.715,0.393,0.904,0.322,0.369,-0.691,-1.000,0.526,0.092,0.155,0.912,0.192,1.222,-0.506,-0.502,0.426,0.430,0.068,1.438,-0.460,-0.354,-0.621,-0.195,-1.190,0.543,0.145,0.385,1.400,-0.770,1.098,0.402,0.882,-0.040,-0.290,-0.349,0.367,-0.213,0.134
2098,0.411,0.293,0.348,-1.204,0.761,0.524,-1.218,-1.104,1.313,1.159,0.109,-1.189,-1.143,-1.329,0.269,-1.252,-2.519,-1.455,-0.239,0.078,-0.422,-0.147,1.686,1.265,0.240,-0.132,-0.201,0.591,-2.021,-0.897,-0.560,-1.655,-1.283,-0.067,-0.817,0.356,0.094,-0.227,-1.795,0.211,-0.449,0.700,0.382,0.008,0.454,-0.843,0.160,0.364,-2.529,-1.291,-0.034
2099,0.960,0.663,0.743,0.746,1.038,0.962,0.653,0.104,1.301,-0.146,0.542,-0.299,0.897,0.899,1.114,-0.390,0.564,-0.080,0.252,1.033,0.562,0.726,1.928,-0.112,0.889,-1.145,0.953,0.097,1.097,0.430,0.523,-0.753,0.402,-1.104,1.068,0.334,-0.084,-0.129,-0.175,0.528,0.335,-0.123,-0.011,0.859,0.119,0.534,-0.290,0.364,0.397,0.020,1.078
2100,0.640,0.451,0.785,-0.497,0.068,0.198,-1.797,-0.669,-1.419,-0.481,-0.099,-0.249,1.170,1.088,0.668,0.904,0.749,-0.186,-0.313,-0.403,-1.083,0.558,-0.520,0.487,-0.641,-0.723,-0.636,-0.217,0.814,0.430,0.257,0.998,-0.066,-0.814,-0.030,0.255,-0.886,0.615,0.365,0.436,-0.436,-0.438,0.499,0.603,1.210,0.190,-0.177,0.245,0.826,-0.662,0.536
2101,0.550,0.584,1.652,1.821,-2.768,-1.068,-0.033,-0.007,0.153,-0.482,-0.192,-1.485,0.688,0.450,0.813,-0.390,1.661,-1.865,-0.103,0.881,-0.398,-1.500,-0.212,-0.142,0.787,0.126,-1.101,-0.520,0.778,0.165,0.074,-1.661,1.891,0.537,0.133,0.328,0.232,0.018,0.582,0.451,1.277,-0.430,-0.321,0.830,-0.585,-0.040,0.273,0.364,1.385,-1.576,1.582
2102,0.507,0.176,0.171,-0.939,1.008,0.409,-0.286,-0.426,0.932,-0.806,-0.136,-0.822,-0.198,-0.762,0.060,0.042,1.448,-0.353,0.359,0.839,-1.437,-0.788,1.834,-2.071,-1.003,0.907,0.070,1.014,-0.239,-0.897,0.538,-0.071,0.041,-0.251,-0.063,0.350,-1.318,-0.205,0.217,0.090,0.420,0.185,-0.403,0.090,-0.280,0.534,0.835,0.364,0.868,0.358,0.515
2103,-0.829,-1.499,-0.823,0.687,-0.312,0.529,-0.571,-0.350,-0.926,1.943,-0.173,-0.622,-0.956,-0.201,-0.144,-1.252,1.401,-0.162,-0.431,-0.296,0.303,-1.552,-0.699,0.266,-0.525,0.675,1.098,1.551,-0.009,0.165,-0.427,-1.667,-0.991,0.523,0.872,1.229,-1.317,-0.492,-0.189,-0.195,0.427,1.631,-0.556,0.251,-0.273,-2.047,-2.540,1.671,1.910,2.294,-1.640
2104,-0.376,-0.767,-1.261,2.342,-0.709,0.197,-0.526,-0.516,0.592,-0.639,-0.180,-0.058,-1.300,-1.870,-0.940,0.042,1.270,-0.398,-0.220,0.291,-1.063,1.022,2.572,-1.160,-1.141,-0.629,-0.452,-0.740,-0.989,0.165,0.433,2.296,0.093,0.503,0.314,0.326,0.825,-0.918,1.643,-0.235,2.146,-0.226,-0.505,-0.582,-0.851,0.419,0.160,0.364,0.899,1.408,0.080
2105,-0.187,-0.354,-0.029,1.404,0.830,-0.023,-1.722,-1.349,-0.179,0.536,0.200,-0.495,0.703,0.677,-0.159,0.473,1.325,0.059,0.396,-0.705,-0.185,-0.101,-0.619,-1.306,0.586,1.013,-0.372,1.477,0.757,0.430,0.440,-0.929,0.045,0.660,-0.063,0.531,-1.322,-0.309,-0.751,0.015,-0.461,1.260,0.370,0.272,0.072,-2.630,-4.199,0.602,1.341,1.543,-0.294
2106,0.462,0.203,0.259,1.274,1.285,0.559,0.309,1.192,0.172,1.011,0.123,0.026,0.731,0.810,0.393,0.904,1.777,0.247,0.521,-1.996,-1.273,-1.680,0.047,-1.054,0.775,-1.457,-1.246,0.833,0.635,0.430,0.342,1.623,-0.423,0.285,-0.719,0.085,-0.177,-0.247,-0.975,0.221,-0.445,0.609,1.577,0.501,0.295,0.304,0.160,0.008,1.531,0.579,0.833
2107,-0.563,-0.255,1.480,0.834,-1.366,0.983,1.848,-0.442,-0.390,-0.614,-1.384,-0.273,1.292,0.934,0.495,0.042,0.608,0.140,-1.222,0.015,-1.091,0.910,1.344,1.252,-1.430,-0.224,-0.916,-1.106,1.134,0.430,0.442,0.918,0.152,-0.818,0.133,0.342,1.689,0.913,0.380,0.326,0.402,-1.027,0.244,0.069,0.825,0.419,0.610,0.364,0.512,-1.667,0.128
2108,0.420,0.264,-0.038,0.008,0.494,-1.660,0.998,-0.445,0.380,-1.312,0.431,-0.920,0.868,0.974,0.024,0.904,0.998,-1.748,0.644,-0.123,-0.040,1.969,-0.088,0.635,0.335,-0.085,-0.336,0.266,0.217,0.430,0.520,1.354,0.317,-1.004,-0.470,0.263,-1.189,0.171,-0.455,0.278,-0.440,-0.027,0.119,0.416,0.601,0.658,0.413,0.245,1.151,-0.125,0.299
2109,0.697,0.401,-1.021,-0.968,-0.919,-1.020,0.281,1.221,0.312,0.354,0.958,0.155,-2.054,-1.536,-0.022,0.042,-1.450,0.414,0.485,-0.917,0.801,-0.363,-1.296,0.828,0.258,-1.181,-0.660,2.236,-2.328,0.696,-0.072,0.808,0.544,0.427,0.133,-0.259,0.932,-1.536,-0.157,0.077,1.249,1.409,-0.290,-1.726,-0.493,1.107,0.835,-0.646,-1.901,0.753,1.094
2110,-0.765,-0.697,0.208,0.132,1.142,-0.514,-0.400,-0.762,-0.107,1.458,-0.385,-0.533,0.041,0.150,-0.422,-1.252,0.289,-0.044,0.234,-0.308,0.803,0.429,-0.441,-0.954,-1.062,-0.553,0.943,0.702,0.559,0.696,-0.091,-1.604,-1.179,0.368,0.872,1.307,0.511,-0.401,-0.396,0.200,0.092,0.521,-0.506,-0.321,-0.787,-1.234,-0.688,1.255,1.405,0.366,-0.848
